MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,Ipc,Kappa2,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,VSA_EState9,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumHeteroatoms,NumSaturatedHeterocycles,MolLogP,Value
11.906335,0.29350212,-0.52961767,0.2804798,15.085714,512.027,0.9142857,35.495693,-2.2000947,8.1455965,-0.1185726,3.1950214,1.2782182,93777176.0,11.998575,14.210588,28.247986,0.0,5.90718,5.2392116,0.0,14.905863,0.0,0.0,0.0,37.07823,83.90691,11.443455,13.213764,23.799664,34.509216,0.0,5.3167887,0.0,31.43614,13.213764,22.998047,19.527378,4.794537,22.998047,23.362825,24.360155,11.215359,0.0,0.0,73.86,5.249938,9.589074,0.0,11.146392,30.40673,52.978966,0.0,18.1991,48.530937,12.240526,25.81153,23.340834,2.1207392,1.8395249,2.682884,2.5602987,3.0957527,0.0,1.0,0.0,1.0,0.0,8.0,1.0,6.9568,7.14
12.692414,0.013007875,-3.9990237,0.30072185,11.4838705,514.217,0.83870965,35.499023,-2.131676,7.924477,0.48170048,2.697367,1.6171718,7961454.0,8.726922,4.736863,10.644996,5.7495117,0.0,10.023292,0.0,9.706074,8.417797,0.0,0.0,64.60286,42.46457,10.408857,32.46883,13.15466,73.017365,0.0,4.9839787,0.0,4.8954835,4.722095,11.499023,9.458958,5.6873865,11.499023,46.40376,13.401775,10.023292,0.0,10.902925,68.29,10.023292,8.417797,0.0,31.400282,10.772145,10.902925,30.331835,12.26321,24.265469,9.706074,51.14062,4.194801,1.4150593,0.96079797,0.6080227,1.5497469,0.0,-3.9990237,1.0,0.0,0.0,1.0,10.0,0.0,7.4415,7.76
12.178965,0.4044464,-0.83617246,0.23931664,11.394737,497.594,0.84210527,16.367064,-2.14175,5.7751255,-0.13831472,3.3330736,1.2645075,648679940.0,11.451065,9.523679,5.760247,0.0,5.8907237,0.0,5.9693055,4.794537,4.9839787,0.0,0.0,96.770004,59.863834,11.126903,18.032656,14.318215,5.9693055,0.0,4.9839787,0.0,25.683287,0.0,34.421947,0.0,0.0,0.0,0.0,16.05981,17.63618,18.764606,22.581078,63.33,11.887212,9.901065,0.0,0.0,18.732367,44.834885,0.0,0.0,116.11835,16.824846,4.417151,16.782932,9.989362,6.4659357,6.265633,0.893297,1.9024394,0.0,1.0,0.0,0.0,1.0,4.0,0.0,7.32212,5.55
12.565661,0.35465124,-1.1534038,0.37168097,12.424242,453.579,1.030303,16.517117,-2.1965325,5.8200593,-0.14500341,3.0865808,2.1746423,20382754.0,10.731387,14.260541,5.7495117,5.58302,6.103966,0.0,11.7253685,4.5670996,9.589074,0.0,0.0,71.7258,42.373642,17.67166,5.5167007,19.055079,17.069027,0.0,4.5670996,0.0,85.28942,0.0,5.7495117,10.492926,0.0,5.7495117,0.0,15.642932,24.180937,0.0,11.099721,81.67,12.073272,14.695601,0.0,5.756063,42.20029,41.46952,0.0,4.5670996,44.17931,20.771212,9.154014,24.831545,10.036989,4.6684327,-0.55359733,2.6742973,10.904217,0.0,1.0,0.0,0.0,1.0,6.0,0.0,6.2376,7.06
13.597398,0.019626096,-0.02482785,0.19762489,12.292683,542.767,0.75609756,16.149359,-2.2924159,5.9908724,0.09317866,3.212851,1.3903883,1717169300.0,12.180547,9.883888,0.0,0.0,0.0,5.90718,0.0,4.794537,0.0,0.0,0.0,106.557724,83.68392,28.705061,6.041841,4.794537,16.810104,0.0,9.883888,5.9179063,66.46775,0.0,11.126903,5.3167887,0.0,0.0,0.0,10.474279,6.5447564,19.76538,22.029827,34.03,0.0,4.794537,0.0,11.94902,17.399263,23.868504,39.07464,0.0,12.132734,136.35545,0.0,13.597398,4.5027905,10.502434,0.8933186,0.89594054,13.9631815,0.0,1.0,0.0,0.0,1.0,3.0,0.0,9.61404,5.91
13.542771,0.18350574,-4.87957,0.23243694,14.589744,557.952,1.0256411,35.495693,-2.5001829,6.3040586,-0.27416223,3.1077626,1.5690997,331048200.0,9.961943,19.147352,11.499023,5.783245,5.601051,0.0,12.331664,4.794537,4.794537,0.0,13.171246,23.733673,80.280594,34.27736,11.0801525,37.340572,34.256416,0.0,4.5670996,0.0,44.694366,0.0,11.499023,9.473726,13.171246,11.499023,11.60094,33.389587,11.3392935,6.923737,10.902925,77.76,23.682226,27.866846,0.0,12.328001,56.900997,6.4208217,18.1991,60.021774,0.0,4.736863,16.337803,25.290554,10.546933,1.098501,-1.3575883,-3.3047533,1.9072914,0.0,1.0,1.0,0.0,1.0,10.0,0.0,7.16712,7.8
13.1150675,0.027303752,-4.611101,0.29221004,17.25,552.553,1.1,19.413237,-2.2514606,5.720655,-0.14243054,3.5266654,1.2177045,1133992100.0,11.369034,19.160452,17.203688,0.0,11.839064,0.0,12.145604,4.794537,14.951936,13.171246,0.0,30.331835,55.157753,31.27063,18.218716,32.226322,11.9176445,0.0,14.951936,11.835813,25.941679,24.596304,17.203688,9.636773,19.119585,5.7495117,0.0,45.724163,23.812479,18.75955,11.454175,101.58,23.757439,23.07231,0.0,24.95576,31.08876,34.844288,4.8999095,0.0,61.52104,14.951936,9.154014,25.660587,9.800284,1.51085,-0.34605548,-2.6184313,2.4806867,0.0,1.0,0.0,1.0,2.0,11.0,1.0,5.46002,7.4
12.555402,0.10158071,-0.4390654,0.6215921,10.296296,399.277,0.8148148,35.498264,-2.2329829,6.4404287,0.09506228,2.6920311,1.7839535,1410021.2,8.711629,10.633577,0.0,0.0,0.0,11.81436,0.0,9.589074,0.0,0.0,0.0,71.73282,29.82892,17.795593,15.608718,9.589074,40.703625,0.0,5.3167887,0.0,6.5447564,5.3167887,0.0,10.633577,5.6873865,0.0,23.20188,11.81436,6.5447564,0.0,0.0,58.2,5.90718,9.589074,0.0,27.07935,12.232142,5.5634513,12.132734,24.265469,36.3982,10.633577,23.20188,25.02551,5.7844653,1.9842589,-0.7805646,0.0,0.36653167,0.0,2.0,0.0,0.0,0.0,6.0,0.0,5.1757,8.7
11.153643,0.24155942,-1.0044873,0.36637178,11.454545,452.503,0.8181818,16.519695,-2.2431655,5.723736,-0.14786695,2.839047,1.4235153,27167136.0,12.358059,28.790842,17.248535,17.60299,0.0,0.0,5.9693055,0.0,4.794537,0.0,0.0,24.265469,54.094387,19.95144,20.32356,33.58538,5.9693055,0.0,0.0,0.0,18.94561,27.43336,28.747559,18.947453,0.0,28.747559,0.0,44.61316,15.952222,0.0,0.0,83.45,12.073272,4.794537,0.0,6.4208217,31.13361,22.811987,7.1097975,19.24253,60.66367,0.0,28.790842,11.153643,9.139149,0.78840196,2.4111342,0.015057719,0.93864,2.9243011,1.0,0.0,0.0,0.0,7.0,0.0,4.9775,7.89
11.549571,0.4547837,-0.82617503,0.6610045,12.185185,361.445,1.1481482,16.368069,-2.1965678,5.720116,-0.14040819,3.216898,1.5887915,1988557.6,8.84952,14.573537,11.859704,0.0,0.0,0.0,5.9693055,0.0,9.778516,0.0,0.0,42.483875,35.392372,38.60378,0.0,9.901065,17.863188,0.0,9.551078,0.0,12.462663,18.492338,0.0,4.8999095,5.817863,0.0,0.0,34.219337,11.215359,0.0,6.0760202,58.36,12.011147,9.901065,0.0,0.0,6.4208217,23.489523,0.0,23.15763,61.644974,22.035929,0.0,17.939266,9.4812975,2.0832071,0.10643829,9.95654,0.7574231,2.0030372,1.0,0.0,0.0,2.0,5.0,0.0,3.9011,4.92
13.137718,0.08825272,-0.9330783,0.23566869,11.897436,516.641,0.8717949,16.365671,-2.2659726,5.9928026,0.06970727,3.1743762,1.3908178,666117100.0,10.617561,14.990416,0.0,0.0,0.0,5.90718,5.9693055,4.794537,4.794537,0.0,0.0,66.73004,85.341125,28.705061,11.605292,14.695601,22.77941,0.0,9.883888,0.0,40.281548,0.0,11.126903,5.3167887,0.0,0.0,0.0,21.550112,6.5447564,20.771212,22.029827,71.33,5.9693055,14.695601,0.0,11.94902,23.235111,44.414112,0.0,12.132734,73.65378,42.787834,0.0,24.77379,13.752594,9.274076,-1.0213311,0.0,8.939501,0.0,2.0,0.0,0.0,1.0,5.0,0.0,7.47106,8.52
